block,chan,pol,spec_ratio,spec_bin,fam_best,fam_hz,fam_tag,vm_sign,vm_diff,spikes,rms,verdict,comb,comb_f0,comb_score,frame,nongauss
0,32,0,2.85,1,2.43,1315892,Y4,0.24/noise-like,0.00/noise-like,0,15.356,hump-note,0,0,0.00,0,0
0,33,0,1.80,1,2.42,455171,Y4,,,0,14.582,clean,0,0,0.00,0,0
